HeavySuction,,,Heavy
MaximumSuction,,,Maximum
UseRemote,,,Use Remote
PlayerGagged,,,(You can use or remove items by selecting specific body regions on yourself.)
0,,,(You can use or remove items by selecting specific body regions on yourself.)
ItemBreastLeatherWhip,,,(You clumsily whip your own breast and tummy.  It would be more painful if someone else did it.)
ItemBreastLeatherCrop,,,(You swing the crop on yourself a few times.  You can feel your breast and tummy becoming more sensitive.)
ItemPelvisLeatherWhip,,,(You need a few tries but you're able to somewhat whip your own butt and feel the pain.)
ItemPelvisLeatherCrop,,,(You lash the leather crop pretty hard on your own butt.  Jumping from each good hit.)
ItemVulvaVibratingWand,,,(You slowly massage your pussy with the wand.  Trembling from pleasure and excitement.)
LockMittens,,,Padlock mitten buckles
UnlockMittens,,,Unlock mittens
AttachChain,,,Chain mittens
RemoveChain,,,Unchain mittens
NeedPadlock,,,You need some padlocks to do this.
NeedPadlockKey,,,You need a padlock key to do this.
padlocks,,,padlocks
unlocks,,,unlocks
mittens,,,mittens
chains,,,chains
unchains,,,removes the chains
mittenstoharness,,,mittens to the baby harness
mittensfromharness,,,mittens
NeedHarness,,,She must be wearing a baby harness to chain the mittens.
FreeArms,,,You must free her arms before attaching mitten chains.
FacialExpression,,,Facial expression
SelectSpankingToysType,,,Select a spanking toy
SpankingToysTypeCrop,,,Crop
SpankingToysTypeFlogger,,,Flogger
SpankingToysTypeCane,,,Cane
SpankingToysTypeHeartCrop,,,Heart Crop
SpankingToysTypePaddle,,,Paddle
SpankingToysTypeWhipPaddle,,,Whip Paddle
SpankingToysTypeWhip,,,Whip
SpankingToysTypeCattleProd,,,Cattle Prod
SpankingToysTypeTennisRacket,,,Tennis Racket
SpankingToysSetPlayer,,,SourceCharacter takes out a Item
SpankingToysSetOthers,,,SourceCharacter gives DestinationCharacter a Item
TurnOff,,,TurnOff
Low,,,Low
Medium,,,Medium
High,,,High
Maximum,,,Maximum
TriggerShock,,,Trigger Shock
LoveChastityBeltUnlockButt,,,Unlock Butt
LoveChastityBeltLockButt,,,Lock Butt
LoveChastityBeltUnlockClosed,,,Remove Shield
LoveChastityBeltUnlockVibe,,,Remove Vibe
LoveChastityBeltUnlockShock,,,Remove Shock
LoveChastityBeltAddShield,,,Add Shield
LoveChastityBeltAddVibe,,,Add Vibe
LoveChastityBeltAddShock,,,Add Shock
LoveChastityBeltActionUnlockButt,,,SourceCharacter unlocks DestinationCharacter's love chastity belt butt.
LoveChastityBeltActionLockButt,,,SourceCharacter lock DestinationCharacter's love chastity belt butt.
LoveChastityBeltVibeIncreaseTo0,,,DestinationCharacter's love chastity belts starts teasing her lightly.
LoveChastityBeltVibeIncreaseTo1,,,DestinationCharacter's love chastity belts builds up to a moderate pace.
LoveChastityBeltVibeIncreaseTo2,,,DestinationCharacter's love chastity belts starts buzzing strongly!
LoveChastityBeltVibeIncreaseTo3,,,DestinationCharacter's love chastity belts jumps up to maximum intensity!
LoveChastityBeltVibeDecreaseTo-1,,,DestinationCharacter's love chastity belt stops vibrating.
LoveChastityBeltVibeDecreaseTo0,,,DestinationCharacter's love chastity belt slows down into a light tease.
LoveChastityBeltVibeDecreaseTo1,,,DestinationCharacter's love chastity belt returns to a moderate pace.
LoveChastityBeltVibeDecreaseTo2,,,DestinationCharacter's love chastity belt slows down a tiny bit.
LoveChastityBeltShockSet0,,,SourceCharacter sets DestinationCharacter's love chastity belt to low intensity.
LoveChastityBeltShockSet1,,,SourceCharacter sets DestinationCharacter's love chastity belt to moderate intensity.
LoveChastityBeltShockSet2,,,SourceCharacter sets DestinationCharacter's love chastity belt to high intensity.
LoveChastityBeltShockTrigger0,,,DestinationCharacter's love chastity belt gives her a light shock.
LoveChastityBeltShockTrigger1,,,DestinationCharacter's love chastity belt lets out a sharp jolt!
LoveChastityBeltShockTrigger2,,,DestinationCharacter's love chastity belt delivers an intense shock!
LoveChastityBeltRemoveShieldMessage,,,SourceCharacter removes shield from DestinationCharacter's love chastity belt.
LoveChastityBeltAddShieldMessage,,,SourceCharacter locks shield to DestinationCharacter's love chastity belt.
LoveChastityBeltAddVibeMessage,,,SourceCharacter locks vibe to DestinationCharacter's love chastity belt.
LoveChastityBeltAddShockMessage,,,SourceCharacter locks shock device to DestinationCharacter's love chastity belt.
SelectCollarNameTagType,,,Select what tag you want to use
SelectCollarNameTagTypeLocked,,,You cannot change the tag while it's locked
CollarNameTagSet,,,SourceCharacter uses a NameTagType name tag on DestinationCharacter's collar.
CollarNameTagTypeBadGirl,,,Bad Girl
CollarNameTagTypeBindMe,,,Bind Me
CollarNameTagTypeBitch,,,Bitch
CollarNameTagTypeBunny,,,Bunny
CollarNameTagTypeCookie,,,Cookie
CollarNameTagTypeCupcake,,,Cupcake
CollarNameTagTypeDom,,,Dom
CollarNameTagTypeFoxy,,,Foxy
CollarNameTagTypeFree,,,Free
CollarNameTagTypeFuckMe,,,Fuck Me
CollarNameTagTypeGagMe,,,GagMe
CollarNameTagTypeGoodGirl,,,Good Girl
CollarNameTagTypeHoldMe,,,Hold Me
CollarNameTagTypeKitten,,,Kitten
CollarNameTagTypeLove,,,Love
CollarNameTagTypeMaid,,,Maid
CollarNameTagTypeMeat,,,Meat
CollarNameTagTypeMuffin,,,Muffin
CollarNameTagTypeNeedy,,,Needy
CollarNameTagTypeOwned,,,Owned
CollarNameTagTypePanda,,,Panda
CollarNameTagTypePet,,,Pet
CollarNameTagTypePetMe,,,Pet Me
CollarNameTagTypePixie,,,Pixie
CollarNameTagTypePuppy,,,Puppy
CollarNameTagTypeRacoon,,,Racoon
CollarNameTagTypeSlave,,,Slave
CollarNameTagTypeSlut,,,Slut
CollarNameTagTypeSub,,,Sub
CollarNameTagTypeSweetie,,,Sweetie
CollarNameTagTypeTaken,,,Taken
CollarNameTagTypeToy,,,Toy
CollarNameTagTypeUseless,,,Useless
CollarNameTagTypeUseMe,,,Use Me
CollarNameTagTypeWhore,,,Whore
RoundPiercingPoseBase,,,Base
RoundPiercingPoseChain,,,Chain
RoundPiercingRestrainBase,,,SourceCharacter detaches extras from DestinationCharacter's round piercings.
RoundPiercingRestrainChain,,,SourceCharacter attaches a chain from DestinationCharacter's round piercings to her collar.
WeightedPiercingPoseBase,,,Base
WeightedPiercingPoseChain,,,Chain
WeightedPiercingRestrainBase,,,SourceCharacter detaches extras from DestinationCharacter's weighted piercings.
WeightedPiercingRestrainChain,,,SourceCharacter attaches a chain from DestinationCharacter's weighted piercings to her collar.
DuctTapePoseLegs,,,Legs
DuctTapePoseHalfLegs,,,Half
DuctTapePoseMostLegs,,,Most
DuctTapePoseCompleteLegs,,,Complete
DuctTapeRestrainLegs,,,SourceCharacter wraps duct tape around DestinationCharacter's legs.
DuctTapeRestrainHalfLegs,,,SourceCharacter wraps more duct tape on DestinationCharacter's legs trapping them firmly.
DuctTapeRestrainMostLegs,,,SourceCharacter wraps even more duct tape on DestinationCharacter's legs trapping them tightly.
DuctTapeRestrainCompleteLegs,,,SourceCharacter wraps an extreme amount of duct tape on DestinationCharacter's legs fully trapping them.
DuctTapePoseFeet,,,Feet
DuctTapePoseHalfFeet,,,Half
DuctTapePoseMostFeet,,,Most
DuctTapePoseCompleteFeet,,,Complete
DuctTapeRestrainFeet,,,SourceCharacter wraps duct tape around DestinationCharacter's feet.
DuctTapeRestrainHalfFeet,,,SourceCharacter wraps more duct tape on DestinationCharacter's feet trapping them firmly.
DuctTapeRestrainMostFeet,,,SourceCharacter wraps even more duct tape on DestinationCharacter's feet trapping them tightly.
DuctTapeRestrainCompleteFeet,,,SourceCharacter wraps an extreme amount of duct tape on DestinationCharacter's feet fully trapping them.
SlaveCollarSelectType,,,Select the slave collar model
SlaveCollarChangeType,,,SourceCharacter changes DestinationCharacter's collar model.
SelectTeddyBearType,,,Select the Type of Teddy Bear
TeddyBearTypeBear,,,Bear
TeddyBearTypeFox,,,Fox
TeddyBearTypeKitty,,,Kitty
TeddyBearTypePup,,,Puppy
TeddyBearTypeBunny,,,Bunny
TeddyBearTypePony,,,Pony
TeddyBearSetBear,,,SourceCharacter gives DestinationCharacter a cute teddy bear.
TeddyBearSetFox,,,SourceCharacter gives DestinationCharacter a cute foxy teddy.
TeddyBearSetKitty,,,SourceCharacter gives DestinationCharacter a cute kitty teddy.
TeddyBearSetPup,,,SourceCharacter gives DestinationCharacter a cute puppy teddy.
TeddyBearSetBunny,,,SourceCharacter gives DestinationCharacter a cute Bunny teddy.
TeddyBearSetPony,,,SourceCharacter gives DestinationCharacter a cute Pony teddy.
HeadphoneEarPlugsSelectTightness,,,Turn the headphones on/off and adjust their volume.
HeadphoneEarPlugsPoseOff,,,Off
HeadphoneEarPlugsPoseLight,,,Light
HeadphoneEarPlugsPoseHeavy,,,Heavy
HeadphoneEarPlugsRestrainNone,,,SourceCharacter turns off DestinationCharacter's headphone earplugs.
HeadphoneEarPlugsRestrainLight,,,SourceCharacter turns the volume to low on DestinationCharacter's headphone earplugs.
HeadphoneEarPlugsRestrainHeavy,,,SourceCharacter turns the volume up to high on DestinationCharacter's headphone earplugs.
